type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立,2+3,是否有負評
photo,post_page_157215971120682,157215971120682_806695516172721,https://www.facebook.com/157215971120682/posts/806695516172721,【 每個人都有權利再努力一點，對不對？】   我們在這裡，臺灣在這裡 I AM HERE！ 這就是我們的搖滾世大運精神！   搖滾世大運時間地點： 2017 年 7 月 2 日（日） 臺北市政府前市民廣場   瞭解更多：搖滾世大運紀錄片 https://www.youtube.com/watch?v=dkS9IDBESAw,其他,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19399989_806695516172721_6386386536542640467_n.jpg?oh=0611fad55c1cd1a196fd0fcb51741112&oe=5A2F0228,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19399989_806695516172721_6386386536542640467_n.jpg?oh=7d2568a158053224b29f9abecccbf1ca&oe=5A3416D7,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/806695516172721/?type=3,facebook.com,2017-06-29T03:30:00+0000,1498707000,2017/6/29 05:30,188,1,196,7,204,1,1,0,0,0,188,6,1,1,0,0,0,2017/6/29,2017,6,29,31,0,8,8,0
video,post_page_157215971120682,157215971120682_808064659369140,https://www.facebook.com/157215971120682/posts/808064659369140,??中華隊團服發表 展現大學運動員活力??  大專體總發表了世大運中華隊隊服?? 舉重好手許淑淨??、桌球王子江宏傑?? 女足甜心張愫心??、游泳好手安廷耀?? 擊劍美少女程昕??以及滑輪溜冰風速女王 王佳葳?? 六位選手出席走秀 展現出大學運動員的活力??  世大運倒數52天 選手們也都進入最後備戰狀態?? 大家準備好進場力挺臺灣運動員了嗎  ?? 快點安排您的觀賽日程吧！https://goo.gl/BeWhh7 ??? 一起進場為我們的選手加油！http://tickets.2017.taipei ??大專學生運動網：http://www.ssu.org.tw/,其他,售票,K,K,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19622028_808066082702331_8310352914182832128_n.jpg?oh=986295f19286c7f19298124d98302a23&oe=5A34A857,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19622028_808066082702331_8310352914182832128_n.jpg?oh=67bd1efb259376938675794e09f92c28&oe=5A3549ED,https://www.facebook.com/taipei2017/videos/808064659369140/,facebook.com,2017-06-28T13:01:33+0000,1498654893,2017/6/28 15:01,1753,33,1803,96,1932,33,28,5,11,0,1749,40,6,2,1,0,0,2017/6/28,2017,6,28,10,1,0,1,1
video,post_page_157215971120682,157215971120682_807882332720706,https://www.facebook.com/157215971120682/posts/807882332720706,??2017臺北世大運游泳測試賽暨中華臺北公開賽?? 將在這個周末6/29-7/2展開   來複習一下熊讚運動教室吧!!  ??歡迎大家來國立體大體育館這個特別游泳池為選手加油!  ??賽程：https://goo.gl/gdRChb  ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,H,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15562780_697688913740049_6420762626170552320_n.jpg?oh=39b7354e1d955aba6b2c1c38aa91cfd6&oe=59EB3C55,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15562780_697688913740049_6420762626170552320_n.jpg?oh=b49ca40ab2d5a89424f5d176b5165b20&oe=59F3BDEF,https://www.facebook.com/taipei2017/videos/807882332720706/,facebook.com,2017-06-28T06:36:00+0000,1498631760,2017/6/28 08:36,772,1,791,58,850,0,0,0,0,0,772,11,4,3,0,0,0,2017/6/28,2017,6,28,1,0,0,0,0
video,post_page_157215971120682,157215971120682_807239179451688,https://www.facebook.com/157215971120682/posts/807239179451688,??世大運之星-游泳吳浚鋒??  從乙組傳奇變成50公尺自由式及蛙式的全國紀錄保持人，吳浚鋒不斷突破自己刷新紀錄，目標游進東京??  除了要參加7月的布達佩斯世錦賽，8月的世大運吳浚鋒當然也沒有缺席，將要出賽50公尺自由式項目!! 一起進場感受水道速男的魅力吧??  游泳中華臺北公開賽在這個周末展開  歡迎大家來國立體大體育館這個特別游泳池為選手加油!  https://goo.gl/gdRChb  ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,H,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19531128_807328279442778_4902249249015595008_n.jpg?oh=77c5083cb2cbecf629f2128859b882c8&oe=5A335CF0,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19531128_807328279442778_4902249249015595008_n.jpg?oh=f4ccfec7f888b495d26f6077287d0355&oe=59FF1C4A,https://www.facebook.com/taipei2017/videos/807239179451688/,facebook.com,2017-06-27T06:35:12+0000,1498545312,2017/6/27 08:35,1950,35,2011,197,2243,35,29,6,11,0,1950,47,11,2,0,0,0,2017/6/27,2017,6,27,75,0,2,2,0
video,post_page_157215971120682,157215971120682_806734502835489,https://www.facebook.com/157215971120682/posts/806734502835489,??2017臺北世大運聖火傳遞第三站-泰國曼谷  由曾在世大運獲得四金的網球??好手李欣翰擔任火炬手 沿途交接點，泰國的法治大學與朱拉隆功大學 安排傳統泰國舞蹈表演，現場熱鬧非凡  聖火最後將到韓國大邱，請大家持續關注粉絲團喔?? ??跆拳道好手陳怡安、陳詩欣將擔任火炬手  ??? 一起進場為我們的運動員加油！http://tickets.2017.taipei,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19530729_806735739502032_606128410699235328_n.jpg?oh=6a82ac3cb33854a2e277be0915d20540&oe=59FA0C93,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19530729_806735739502032_606128410699235328_n.jpg?oh=3c7bf58636f7a6943b256911487286ab&oe=5A3068D6,https://www.facebook.com/taipei2017/videos/806734502835489/,facebook.com,2017-06-26T10:10:03+0000,1498471803,2017/6/26 12:10,748,4,770,30,804,4,4,0,0,0,746,14,3,3,1,0,0,2017/6/26,2017,6,26,3,0,0,0,0
video,post_page_157215971120682,157215971120682_806597816182491,https://www.facebook.com/157215971120682/posts/806597816182491,「能把冠軍留在台灣，就很開心」 這不僅僅是李珮琪奪得台塑杯網球賽女單冠軍的心情，也是臺灣運動員參與臺北世大運的目標!  一連兩個禮拜的台塑盃網球賽，都在臺北網球中心舉行。下一次這個場館有國際大賽舉行，就是臺北世大運了喔!!  ?? 一起來臺北網球中心為選手加油》https://goo.gl/24kjXa ?? 2017臺北世大運網球賽程》https://goo.gl/o1vSxL,網球,運動,H,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19510839_806599659515640_3685998425859424256_n.jpg?oh=50d5f03a3c17dc67f00ed74ef1810903&oe=5A34E698,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19510839_806599659515640_3685998425859424256_n.jpg?oh=a4ac4fae6e88e4ea632cfc394782e8df&oe=59F4D822,https://www.facebook.com/taipei2017/videos/806597816182491/,facebook.com,2017-06-24T16:00:00+0000,1498320000,2017/6/24 18:00,369,10,379,24,413,10,10,0,0,0,369,7,0,3,0,0,0,2017/6/24,2017,6,24,19,0,4,4,0
link,post_page_157215971120682,157215971120682_481920385511019,https://www.facebook.com/157215971120682/posts/481920385511019,各位搖滾夥伴大家好，經過密集協商和討論，活動再次舉辦資訊如下： →時間：2017.07.02 (日) →地點：臺北市政府前廣場 (市府路、新仁愛路、市民廣場) (7/2現場活動流程與場地平面圖將於近期公佈)  「2017搖滾世大運」活動將於7/2於台北市跨年晚會場地「市政府前廣場」舉辦，非常期待與各位一起在搖滾世大運的現場用力搖滾！  這將是臺灣最大的搖滾樂團， 號召愛好搖滾樂的青年朋友拾起樂器， 一起為2017臺北世界大學運動會暖身。  用年輕的熱血和自信邀請全世界的朋友來到臺灣， 在這裡，每一位表演者都是明星， 展現臺灣精神的傳承接力。  由國內12位資深搖滾音樂人、11位中生代搖滾樂手， 共同參與共演曲目的製作， 特地打造原創曲《I am Here》和改編曲《和天一樣高》， 超過30位種子教師進行線上線下的事前培訓教學， 讓我們拾起麥克風、拿起鼓棒、背起吉他和貝斯， 用體育+搖滾樂的世界語言， 告訴世界 I AM HERE!  Taipei 2017 Universiade - 世大運 董事長樂團 四分衛 主辦單位：臺北市政府觀光傳播局 特別感謝：悠遊卡股份有限公司 活動網站：rock.2017.taipei 報名已於5月12日截止，詳情請見活動網站,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/c134.0.130.130/p130x130/19423984_805465466295726_1808532757840900027_n.jpg?oh=6ee096774bf3186a6f56c3fe9a235bb7&oe=5A2A0133,https://scontent.xx.fbcdn.net/v/t31.0-8/q82/c742.0.720.720/p720x720/19417130_805465466295726_1808532757840900027_o.jpg?oh=f822dcdcb525ae8f455d583695d982d9&oe=59F856D5,https://www.facebook.com/events/481920385511019/,facebook.com,2017-06-24T02:46:57+0000,1498272417,2017/6/24 04:46,120,0,123,0,123,0,0,0,0,0,120,2,1,0,0,0,0,2017/6/24,2017,6,24,20,0,0,0,0
video,post_page_157215971120682,157215971120682_805050609670545,https://www.facebook.com/157215971120682/posts/805050609670545,??2017臺北世大運聖火傳遞第二站-拿坡里  義大利拿坡里是下屆世大運主辦城市 22日聖火隊伍前進到坎帕尼亞大區的沙列諾 (Salerno) 和拿坡里 (Naples) 兩個城市， ????網球女將莊佳容??世大運柔道首金王沁芳擔綱火炬手??  下一站將到亞洲泰國曼谷，請大家持續關注粉絲團喔??  ?? 更多聖火傳遞路線 https://goo.gl/CBv67j https://goo.gl/TbbSCs ??? 一起進場為我們的運動員加油！http://tickets.2017.taipei ?? 安排您的觀賽日程吧！https://goo.gl/BeWhh7,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19459402_805051189670487_909061628136259584_n.jpg?oh=d84451fdf867a227ea9f22e9851b34c4&oe=59F5B7DF,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19459402_805051189670487_909061628136259584_n.jpg?oh=bf12878c09a37249ff0b95574375b255&oe=5A31649A,https://www.facebook.com/taipei2017/videos/805050609670545/,facebook.com,2017-06-23T09:14:11+0000,1498209251,2017/6/23 11:14,1238,21,1281,84,1386,21,11,10,11,0,1235,30,3,7,1,1,0,2017/6/23,2017,6,23,5,0,0,0,0
photo,post_page_157215971120682,157215971120682_804464029729203,https://www.facebook.com/157215971120682/posts/804464029729203,?世大運之星-中華男足?柯昱廷 Ko Yu-Ting、陳昭安 Chen Chao-An ? 旅外的戰士們，有機會回家、在主場作戰，你怎能不支持呢?!????  你滑照片，小編說故事，一起認識世大運國腳  ?? 安排觀賽行程》https://goo.gl/5pvmCZ ?? 足球購票點這裡》https://goo.gl/RTNPi9,足球,運動,H,Football,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19399089_804463839729222_1194267698241614576_n.jpg?oh=11e713f79acf2db55d42587c711a6c9e&oe=5A01AD88,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19399089_804463839729222_1194267698241614576_n.jpg?oh=d906d0a2ddc50b14d70f6ed66923b4a7&oe=5A2B3E77,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/804463839729222/?type=3,facebook.com,2017-06-23T05:23:56+0000,1498195436,2017/6/23 07:23,358,3,361,13,377,3,2,1,1,0,358,3,0,0,0,0,0,2017/6/23,2017,6,23,18,0,0,0,0
video,post_page_157215971120682,157215971120682_803886573120282,https://www.facebook.com/157215971120682/posts/803886573120282,?世大運之星-競技體操麥劉湘涵? 即使胰臟破裂，每天在體操館大哭?? 都打不倒麥劉湘涵對體操的熱愛  女子競技體操這次入選選手除了麥劉湘涵外， 還有羅玉如、莊琇如、蔡佳容、莊淑雲 共5 位選手  8/19~8/23就在臺北南港展覽館 ??競技體操賽程》https://goo.gl/HufbY7 ???一起進場為我們的運動員加油！http://tickets.2017.taipei,競技體操,運動,H, Artistic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19378533_804467776395495_3216523535077867520_n.jpg?oh=0f88ba3c4dd7f2c0816d6d9a64c3b789&oe=5A2F6D1B,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19378533_804467776395495_3216523535077867520_n.jpg?oh=a74a0df48e8f8a0242ef3ab6ba301ca3&oe=59F2F1A1,https://www.facebook.com/taipei2017/videos/803886573120282/,facebook.com,2017-06-22T10:44:00+0000,1498128240,2017/6/22 12:44,2291,50,2392,144,2586,50,40,10,14,0,2288,79,13,6,0,1,0,2017/6/22,2017,6,22,36,3,1,4,1
photo,post_page_157215971120682,157215971120682_804380233070916,https://www.facebook.com/157215971120682/posts/804380233070916,??世大運聖火傳遞第二站—義大利拿坡里（Napoli）  6月20日義大利杜林引燃母火? 6月22日義大利拿坡里（下屆世大運主辦城市）  ????拿坡里組委會安排臺北世大運聖火 跑過坎帕尼亞大區的沙列諾 (Salerno) 和拿坡里 (Naples) 兩個城市，  ????網球女將莊佳容??世大運柔道首金王沁芳擔綱火炬手??  記得鎖定粉絲團第一手直播喔！  / 沙利諾傳遞 / 時間：6/22 10:30（台灣時間16:30） 地點：沙利諾大學  ??更多聖火傳遞路線 https://goo.gl/EMVHvU ??? 一起進場為我們的運動員加油！http://tickets.2017.taipei,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19396736_804378866404386_8291335611987153229_n.jpg?oh=5ef6d5092601f65421cbfb9b2e1ef5a7&oe=5A370DD5,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19396736_804378866404386_8291335611987153229_n.jpg?oh=f9a98281c21df2662c66113524f1b9f4&oe=5A33E92A,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/804378866404386/?type=3,facebook.com,2017-06-22T03:44:00+0000,1498103040,2017/6/22 05:44,460,0,473,20,493,0,0,0,0,0,459,9,2,2,0,0,0,2017/6/22,2017,6,22,162,6,6,12,1
video,post_page_157215971120682,157215971120682_803971229778483,https://www.facebook.com/157215971120682/posts/803971229778483,??世大運聖火點燃?? 柯文哲市長在義大利杜林正式引燃聖火?? ??跆拳道好手朱木炎接下聖火於市區傳遞交接  下一站將在下屆世大運主辦城市拿坡里 柔道選手王沁芳及網球選手莊佳容接力傳遞?? 接著還會到泰國曼谷與韓國大邱進行聖火傳遞  聖火預定6月29日返回臺灣 在正式開幕前傳上玉山、傳向全臺灣??  ??更多聖火傳遞路線 https://goo.gl/EMVHvU ??? 一起進場為我們的運動員加油！http://tickets.2017.taipei ?? 安排您的觀賽日程吧！https://goo.gl/BeWhh7,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19356275_803972176445055_264038238417584128_n.jpg?oh=1701cbbbb42e3a7b285686caa4b3e927&oe=5A3999C6,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19356275_803972176445055_264038238417584128_n.jpg?oh=c55c378506f7700f75be8dd3904693de&oe=5A2E7883,https://www.facebook.com/taipei2017/videos/803971229778483/,facebook.com,2017-06-21T11:34:05+0000,1498044845,2017/6/21 13:34,2566,31,2649,281,2961,29,23,6,21,0,2557,66,14,2,0,0,0,2017/6/21,2017,6,21,597,2,9,11,1
photo,post_page_157215971120682,157215971120682_802850303223909,https://www.facebook.com/157215971120682/posts/802850303223909,?世大運中華隊棒球賽程?  郭李建夫總教練領軍的中華棒球隊 預賽要對上法國、捷克及韓國  上屆光州世大運中華隊拿下金牌?? 這次能否衛冕成功呢?  要靠大家一起進場發揮主場力量 一起到天母棒球場為中華隊加油????  ?棒球完整賽程資訊?? https://goo.gl/sfye25 ??? 一起進場熱血應援！http://tickets.2017.taipei  ??會陸續發佈中華隊相關賽程，請大家一起進場為中華隊加油??,棒球,運動,H,Baseball,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19274763_802850303223909_7729292454505330935_n.jpg?oh=7ebd2c0b673fec533a659a8ef2bb2dbb&oe=5A3996A2,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19274763_802850303223909_7729292454505330935_n.jpg?oh=ecb922e96008a9442ef1a681bf73f160&oe=59FAB35D,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/802850303223909/?type=3,facebook.com,2017-06-20T12:00:00+0000,1497960000,2017/6/20 14:00,993,40,1022,97,1159,40,25,15,22,0,993,24,0,5,0,0,0,2017/6/20,2017,6,20,91,0,4,4,0
video,post_page_157215971120682,157215971120682_803358926506380,https://www.facebook.com/157215971120682/posts/803358926506380,和您分享 戴資穎/ Tai Tzu Ying 打球的心路歷程??  這次在家比賽，大家準備好要進場一賭球后的風采嗎?  今天也是小戴的生日，來一起祝小戴生日快樂吧??  ??更多小戴的故事－世界球后戴資穎：https://goo.gl/GoYC9n ??2017臺北世大運羽球賽程：https://goo.gl/9u7jTx  #2017臺北世大運全臺總動員高雄的鄉親買票了嗎 #2017臺北世界大學運動會官方供應商悠遊卡公司,羽球,運動,H,badminton,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19143457_10158762989295484_1844749910319038464_n.jpg?oh=31aa31831ecaf47fa767e3628bef4b40&oe=59FEADA7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19143457_10158762989295484_1844749910319038464_n.jpg?oh=b55bde2f4a962651f5a8a8eac86ffacb&oe=59F3A455,https://www.facebook.com/easycard.tw/videos/10158762966780484/,facebook.com,2017-06-20T09:17:00+0000,1497950220,2017/6/20 11:17,534,17,558,0,575,11,11,0,1,0,534,22,2,0,0,0,0,2017/6/20,2017,6,20,31,0,0,0,0
photo,post_page_157215971120682,157215971120682_802794803229459,https://www.facebook.com/157215971120682/posts/802794803229459,??RUN YOUR WAY全民奔向世大運 　歐陽靖運動分享會??  6月24日邀請歐陽靖來與大家分享 跑步經歷與路跑的小技巧 讓我們一起正確、健康的運動 快樂地迎接世大運的到來??  ??活動資訊 時間：6月24日(六)14:30-15:20 地點：臺北市中正運動中心1樓 （台北市中正區信義路一段1號）  ??參與方式：採網路預約報名制（限額100名） 前50名報名者可獲得神秘小禮喔！???? 詳情請見活動網站：https://goo.gl/LNf5Up,其他,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19225830_802794803229459_4255035644119017019_n.jpg?oh=81532732c00046f058b2b1de9921e4e7&oe=59FCDED2,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19225830_802794803229459_4255035644119017019_n.jpg?oh=b7d14c880be45739c7c89f770e2ba4f9&oe=59EDA72D,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/802794803229459/?type=3,facebook.com,2017-06-19T10:44:00+0000,1497869040,2017/6/19 12:44,205,1,210,9,220,1,1,0,0,0,205,2,2,1,0,0,0,2017/6/19,2017,6,19,2,0,0,0,0
photo,post_page_157215971120682,157215971120682_781511295357810,https://www.facebook.com/157215971120682/posts/781511295357810,?你發現「臺北世大運」了嗎？?  走在臺北街頭，你一定可以發現很多世大運的宣傳 在捷運南京復興站７號出口 巨大的跳水圖，要你感受競技運動的魅力  ?? 請你跟我這樣做：拍下你附近世大運宣傳物，在底下留言上傳照片！ ?? 獲得最多讚的照片前三名，就可獲得臺北世大運加油毛巾。 ?? 活動期間：即日起到6/30 中午12:00為止 ? 得獎名單將於 7/5 (三) 下午 5 時公布 ※ 主辦單位保有活動變更?解釋之權利 ?? 快來發現你的「臺北世大運」?  ??? 8/19~8/30一起進場為我們的運動員加油！http://tickets.2017.taipei ?? 安排您的觀賽日程吧！https://goo.gl/BeWhh7,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18425129_781511295357810_3034459009536859114_n.jpg?oh=a21d74e7ffc803fc3203005e0fc98800&oe=59FAD6DC,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/18425129_781511295357810_3034459009536859114_n.jpg?oh=ea24a5a7c12b20eba86a0b1d4df196cf&oe=5A37411D,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781511295357810/?type=3,facebook.com,2017-06-19T04:19:32+0000,1497845972,2017/6/19 06:19,1006,77,1031,53,1161,77,39,38,406,0,1002,17,6,2,0,0,0,2017/6/19,2017,6,19,175,0,12,12,0
